FECHA,COD_ALMACEN,COD_SKU,DESC_SKU,DEMANDA
13-01-18,W113,PT-001,SKU_1,25
13-01-18,W113,PT-002,SKU_2,6
13-01-18,W113,PT-003,SKU_3,26
13-01-18,W113,PT-004,SKU_4,1
13-01-18,W113,PT-005,SKU_5,11
01-01-18,W113,PT-006,SKU_6,1
01-01-18,W113,PT-007,SKU_7,2
01-01-18,W113,PT-008,SKU_8,1
01-01-18,W113,PT-009,SKU_9,1
01-01-18,W113,PT-010,SKU_10,7
01-01-18,W113,PT-003,SKU_3,20
13-01-18,W113,PT-010,SKU_10,6
01-01-18,W113,PT-011,SKU_11,6
01-01-18,W113,PT-012,SKU_12,3
04-01-18,W113,PT-013,SKU_13,11
02-01-18,W113,PT-014,SKU_14,9
02-01-18,W113,PT-015,SKU_15,2
05-01-18,W113,PT-016,SKU_16,24
05-01-18,W113,PT-017,SKU_17,14
05-01-18,W113,PT-010,SKU_10,9
05-01-18,W113,PT-018,SKU_18,1
04-01-18,W113,PT-019,SKU_19,6
04-01-18,W113,PT-002,SKU_2,1
04-01-18,W113,PT-020,SKU_20,3
04-01-18,W113,PT-021,SKU_21,2
05-01-18,W113,PT-022,SKU_22,21
05-01-18,W113,PT-002,SKU_2,1
05-01-18,W113,PT-003,SKU_3,18
06-01-18,W113,PT-013,SKU_13,39
06-01-18,W113,PT-023,SKU_23,3
06-01-18,W113,PT-020,SKU_20,1
06-01-18,W113,PT-001,SKU_1,22
06-01-18,W113,PT-024,SKU_24,2
06-01-18,W113,PT-025,SKU_25,30
08-01-18,W113,PT-026,SKU_26,18
08-01-18,W113,PT-023,SKU_23,2
08-01-18,W113,PT-010,SKU_10,17
08-01-18,W113,PT-027,SKU_27,2
08-01-18,W113,PT-002,SKU_2,5
08-01-18,W113,PT-018,SKU_18,1
08-01-18,W113,PT-028,SKU_28,1
08-01-18,W113,PT-029,SKU_29,17
08-01-18,W113,PT-030,SKU_30,3
09-01-18,W113,PT-023,SKU_23,6
10-01-18,W113,PT-001,SKU_1,14
10-01-18,W113,PT-031,SKU_31,3
10-01-18,W113,PT-014,SKU_14,18
10-01-18,W113,PT-003,SKU_3,7
11-01-18,W113,PT-027,SKU_27,1
11-01-18,W113,PT-031,SKU_31,5
11-01-18,W113,PT-025,SKU_25,17
11-01-18,W113,PT-017,SKU_17,1
28-01-18,W113,PT-016,SKU_16,35
09-01-18,W113,PT-008,SKU_8,3
10-01-18,W113,PT-032,SKU_32,3
11-01-18,W113,PT-033,SKU_33,6
11-01-18,W113,PT-034,SKU_34,1
28-01-18,W113,PT-035,SKU_35,1
28-01-18,W113,PT-009,SKU_9,6
28-01-18,W113,PT-036,SKU_36,10
12-01-18,W113,PT-037,SKU_37,7
14-01-18,W113,PT-026,SKU_26,33
14-01-18,W113,PT-038,SKU_38,11
14-01-18,W113,PT-039,SKU_39,14
14-01-18,W113,PT-031,SKU_31,3
09-01-18,W113,PT-034,SKU_34,1
10-01-18,W113,PT-040,SKU_40,1
14-01-18,W113,PT-041,SKU_41,1
14-01-18,W113,PT-021,SKU_21,2
14-01-18,W113,PT-042,SKU_42,6
14-01-18,W113,PT-043,SKU_43,2
14-01-18,W113,PT-037,SKU_37,3
14-01-18,W113,PT-004,SKU_4,1
14-01-18,W113,PT-010,SKU_10,3
15-01-18,W113,PT-016,SKU_16,26
16-01-18,W113,PT-023,SKU_23,3
18-01-18,W113,PT-032,SKU_32,6
18-01-18,W113,PT-010,SKU_10,4
18-01-18,W113,PT-044,SKU_44,1
18-01-18,W113,PT-013,SKU_13,7
19-01-18,W113,PT-016,SKU_16,13
19-01-18,W113,PT-045,SKU_45,1
19-01-18,W113,PT-041,SKU_41,1
20-01-18,W113,PT-029,SKU_29,14
20-01-18,W113,PT-046,SKU_46,9
20-01-18,W113,PT-045,SKU_45,2
14-01-18,W113,PT-006,SKU_6,3
14-01-18,W113,PT-027,SKU_27,2
16-01-18,W113,PT-022,SKU_22,24
16-01-18,W113,PT-019,SKU_19,7
16-01-18,W113,PT-028,SKU_28,1
18-01-18,W113,PT-047,SKU_47,1
19-01-18,W113,PT-048,SKU_48,7
15-01-18,W113,PT-031,SKU_31,8
15-01-18,W113,PT-042,SKU_42,5
15-01-18,W113,PT-049,SKU_49,2
19-01-18,W113,PT-004,SKU_4,4
21-01-18,W113,PT-016,SKU_16,19
21-01-18,W113,PT-017,SKU_17,8
21-01-18,W113,PT-029,SKU_29,21
21-01-18,W113,PT-012,SKU_12,5
21-01-18,W113,PT-011,SKU_11,5
21-01-18,W113,PT-022,SKU_22,58
21-01-18,W113,PT-018,SKU_18,6
21-01-18,W113,PT-039,SKU_39,10
21-01-18,W113,PT-042,SKU_42,8
22-01-18,W113,PT-019,SKU_19,8
22-01-18,W113,PT-012,SKU_12,2
23-01-18,W113,PT-026,SKU_26,11
23-01-18,W113,PT-050,SKU_50,1
24-01-18,W113,PT-051,SKU_51,45
24-01-18,W113,PT-030,SKU_30,2
24-01-18,W113,PT-020,SKU_20,5
24-01-18,W113,PT-017,SKU_17,4
24-01-18,W113,PT-004,SKU_4,1
24-01-18,W113,PT-033,SKU_33,3
24-01-18,W113,PT-042,SKU_42,4
25-01-18,W113,PT-013,SKU_13,17
25-01-18,W113,PT-048,SKU_48,5
25-01-18,W113,PT-021,SKU_21,2
26-01-18,W113,PT-008,SKU_8,1
26-01-18,W113,PT-011,SKU_11,3
26-01-18,W113,PT-018,SKU_18,3
26-01-18,W113,PT-013,SKU_13,25
26-01-18,W113,PT-002,SKU_2,1
29-01-18,W113,PT-023,SKU_23,3
29-01-18,W113,PT-041,SKU_41,3
22-01-18,W113,PT-018,SKU_18,1
29-01-18,W113,PT-004,SKU_4,2
29-01-18,W113,PT-022,SKU_22,17
29-01-18,W113,PT-042,SKU_42,3
29-01-18,W113,PT-009,SKU_9,2
30-01-18,W113,PT-031,SKU_31,11
30-01-18,W113,PT-015,SKU_15,1
30-01-18,W113,PT-039,SKU_39,2
31-01-18,W113,PT-029,SKU_29,7
31-01-18,W113,PT-030,SKU_30,2
31-01-18,W113,PT-027,SKU_27,1
31-01-18,W113,PT-008,SKU_8,1
31-01-18,W113,PT-051,SKU_51,55
03-01-18,W113,PT-051,SKU_51,50
03-01-18,W113,PT-039,SKU_39,7
03-01-18,W113,PT-048,SKU_48,2
03-01-18,W113,PT-012,SKU_12,2
03-01-18,W113,PT-013,SKU_13,13
27-01-18,W113,PT-051,SKU_51,68
27-01-18,W113,PT-003,SKU_3,34
27-01-18,W113,PT-041,SKU_41,1
27-01-18,W113,PT-015,SKU_15,4
27-01-18,W113,PT-005,SKU_5,1
27-01-18,W113,PT-023,SKU_23,5
27-01-18,W113,PT-045,SKU_45,3
07-01-18,W113,PT-001,SKU_1,22
07-01-18,W113,PT-036,SKU_36,13
25-01-18,W113,PT-028,SKU_28,1
27-01-18,W113,PT-037,SKU_37,3
17-01-18,W113,PT-047,SKU_47,1
30-01-18,W113,PT-052,SKU_52,1
07-01-18,W113,PT-040,SKU_40,4
07-01-18,W113,PT-037,SKU_37,2
03-01-18,W113,PT-040,SKU_40,1
13-01-18,W113,PT-048,SKU_48,10
13-01-18,W113,PT-042,SKU_42,8
13-01-18,W113,PT-036,SKU_36,1
13-01-18,W113,PT-029,SKU_29,11
01-01-18,W113,PT-016,SKU_16,18
01-01-18,W113,PT-052,SKU_52,3
01-01-18,W113,PT-037,SKU_37,2
01-01-18,W113,PT-017,SKU_17,5
02-01-18,W113,PT-016,SKU_16,24
04-01-18,W113,PT-001,SKU_1,25
13-01-18,W113,PT-035,SKU_35,2
13-01-18,W113,PT-021,SKU_21,1
13-01-18,W113,PT-037,SKU_37,3
13-01-18,W113,PT-053,SKU_53,1
04-01-18,W113,PT-024,SKU_24,2
04-01-18,W113,PT-012,SKU_12,2
04-01-18,W113,PT-033,SKU_33,3
04-01-18,W113,PT-009,SKU_9,1
04-01-18,W113,PT-015,SKU_15,4
04-01-18,W113,PT-046,SKU_46,1
13-01-18,W113,PT-024,SKU_24,3
13-01-18,W113,PT-028,SKU_28,1
02-01-18,W113,PT-029,SKU_29,11
02-01-18,W113,PT-021,SKU_21,3
02-01-18,W113,PT-047,SKU_47,4
05-01-18,W113,PT-051,SKU_51,53
05-01-18,W113,PT-048,SKU_48,3
04-01-18,W113,PT-035,SKU_35,1
05-01-18,W113,PT-014,SKU_14,27
05-01-18,W113,PT-033,SKU_33,2
04-01-18,W113,PT-037,SKU_37,2
06-01-18,W113,PT-007,SKU_7,2
06-01-18,W113,PT-011,SKU_11,6
06-01-18,W113,PT-036,SKU_36,4
06-01-18,W113,PT-042,SKU_42,9
06-01-18,W113,PT-037,SKU_37,3
06-01-18,W113,PT-052,SKU_52,5
06-01-18,W113,PT-018,SKU_18,2
06-01-18,W113,PT-009,SKU_9,1
06-01-18,W113,PT-040,SKU_40,1
08-01-18,W113,PT-035,SKU_35,2
08-01-18,W113,PT-014,SKU_14,15
08-01-18,W113,PT-042,SKU_42,7
08-01-18,W113,PT-001,SKU_1,32
08-01-18,W113,PT-046,SKU_46,3
08-01-18,W113,PT-008,SKU_8,2
08-01-18,W113,PT-039,SKU_39,11
08-01-18,W113,PT-045,SKU_45,4
09-01-18,W113,PT-026,SKU_26,15
06-01-18,W113,PT-048,SKU_48,3
06-01-18,W113,PT-008,SKU_8,2
09-01-18,W113,PT-051,SKU_51,49
09-01-18,W113,PT-052,SKU_52,4
09-01-18,W113,PT-002,SKU_2,17
09-01-18,W113,PT-031,SKU_31,12
09-01-18,W113,PT-004,SKU_4,3
09-01-18,W113,PT-011,SKU_11,1
10-01-18,W113,PT-016,SKU_16,20
10-01-18,W113,PT-025,SKU_25,26
10-01-18,W113,PT-007,SKU_7,2
11-01-18,W113,PT-016,SKU_16,20
11-01-18,W113,PT-051,SKU_51,62
11-01-18,W113,PT-023,SKU_23,6
11-01-18,W113,PT-009,SKU_9,4
11-01-18,W113,PT-010,SKU_10,3
12-01-18,W113,PT-029,SKU_29,12
12-01-18,W113,PT-048,SKU_48,7
09-01-18,W113,PT-017,SKU_17,5
28-01-18,W113,PT-026,SKU_26,19
28-01-18,W113,PT-038,SKU_38,8
28-01-18,W113,PT-051,SKU_51,55
28-01-18,W113,PT-012,SKU_12,7
28-01-18,W113,PT-046,SKU_46,4
28-01-18,W113,PT-024,SKU_24,2
09-01-18,W113,PT-021,SKU_21,4
09-01-18,W113,PT-014,SKU_14,9
09-01-18,W113,PT-003,SKU_3,5
09-01-18,W113,PT-022,SKU_22,30
09-01-18,W113,PT-042,SKU_42,7
09-01-18,W113,PT-038,SKU_38,2
10-01-18,W113,PT-046,SKU_46,2
12-01-18,W113,PT-054,SKU_54,1
12-01-18,W113,PT-039,SKU_39,5
12-01-18,W113,PT-005,SKU_5,2
12-01-18,W113,PT-018,SKU_18,2
12-01-18,W113,PT-034,SKU_34,2
14-01-18,W113,PT-055,SKU_55,18
14-01-18,W113,PT-030,SKU_30,2
14-01-18,W113,PT-025,SKU_25,70
14-01-18,W113,PT-012,SKU_12,5
16-01-18,W113,PT-026,SKU_26,16
16-01-18,W113,PT-051,SKU_51,45
16-01-18,W113,PT-055,SKU_55,3
16-01-18,W113,PT-013,SKU_13,16
16-01-18,W113,PT-040,SKU_40,1
16-01-18,W113,PT-009,SKU_9,1
18-01-18,W113,PT-031,SKU_31,3
18-01-18,W113,PT-056,SKU_56,1
18-01-18,W113,PT-011,SKU_11,3
18-01-18,W113,PT-014,SKU_14,11
18-01-18,W113,PT-033,SKU_33,1
19-01-18,W113,PT-026,SKU_26,29
19-01-18,W113,PT-033,SKU_33,2
19-01-18,W113,PT-020,SKU_20,5
19-01-18,W113,PT-011,SKU_11,2
20-01-18,W113,PT-043,SKU_43,3
20-01-18,W113,PT-047,SKU_47,11
20-01-18,W113,PT-032,SKU_32,15
20-01-18,W113,PT-011,SKU_11,6
16-01-18,W113,PT-033,SKU_33,4
18-01-18,W113,PT-052,SKU_52,1
19-01-18,W113,PT-031,SKU_31,5
19-01-18,W113,PT-042,SKU_42,4
15-01-18,W113,PT-033,SKU_33,4
15-01-18,W113,PT-037,SKU_37,1
15-01-18,W113,PT-002,SKU_2,1
18-01-18,W113,PT-040,SKU_40,1
18-01-18,W113,PT-057,SKU_57,2
19-01-18,W113,PT-012,SKU_12,2
21-01-18,W113,PT-051,SKU_51,52
21-01-18,W113,PT-020,SKU_20,3
21-01-18,W113,PT-058,SKU_58,1
21-01-18,W113,PT-033,SKU_33,14
15-01-18,W113,PT-032,SKU_32,5
22-01-18,W113,PT-038,SKU_38,2
22-01-18,W113,PT-047,SKU_47,4
22-01-18,W113,PT-011,SKU_11,2
22-01-18,W113,PT-029,SKU_29,6
22-01-18,W113,PT-024,SKU_24,3
24-01-18,W113,PT-012,SKU_12,5
25-01-18,W113,PT-025,SKU_25,14
25-01-18,W113,PT-047,SKU_47,5
25-01-18,W113,PT-002,SKU_2,1
26-01-18,W113,PT-026,SKU_26,17
26-01-18,W113,PT-051,SKU_51,83
26-01-18,W113,PT-032,SKU_32,3
26-01-18,W113,PT-005,SKU_5,6
26-01-18,W113,PT-039,SKU_39,4
26-01-18,W113,PT-010,SKU_10,3
26-01-18,W113,PT-059,SKU_59,1
29-01-18,W113,PT-051,SKU_51,41
24-01-18,W113,PT-018,SKU_18,2
22-01-18,W113,PT-055,SKU_55,3
26-01-18,W113,PT-037,SKU_37,1
24-01-18,W113,PT-048,SKU_48,5
25-01-18,W113,PT-012,SKU_12,1
29-01-18,W113,PT-025,SKU_25,14
29-01-18,W113,PT-015,SKU_15,1
30-01-18,W113,PT-038,SKU_38,3
30-01-18,W113,PT-019,SKU_19,14
30-01-18,W113,PT-009,SKU_9,1
30-01-18,W113,PT-005,SKU_5,14
31-01-18,W113,PT-026,SKU_26,12
31-01-18,W113,PT-032,SKU_32,3
31-01-18,W113,PT-045,SKU_45,2
31-01-18,W113,PT-025,SKU_25,18
31-01-18,W113,PT-057,SKU_57,2
31-01-18,W113,PT-015,SKU_15,3
31-01-18,W113,PT-040,SKU_40,2
03-01-18,W113,PT-031,SKU_31,1
03-01-18,W113,PT-023,SKU_23,3
03-01-18,W113,PT-020,SKU_20,2
03-01-18,W113,PT-009,SKU_9,1
03-01-18,W113,PT-054,SKU_54,1
27-01-18,W113,PT-016,SKU_16,28
27-01-18,W113,PT-019,SKU_19,8
27-01-18,W113,PT-009,SKU_9,1
27-01-18,W113,PT-008,SKU_8,2
27-01-18,W113,PT-038,SKU_38,2
27-01-18,W113,PT-043,SKU_43,1
27-01-18,W113,PT-042,SKU_42,8
27-01-18,W113,PT-058,SKU_58,2
07-01-18,W113,PT-032,SKU_32,1
07-01-18,W113,PT-015,SKU_15,2
07-01-18,W113,PT-009,SKU_9,4
07-01-18,W113,PT-039,SKU_39,10
17-01-18,W113,PT-051,SKU_51,42
17-01-18,W113,PT-013,SKU_13,14
17-01-18,W113,PT-048,SKU_48,1
17-01-18,W113,PT-033,SKU_33,7
30-01-18,W113,PT-020,SKU_20,2
27-01-18,W113,PT-034,SKU_34,2
07-01-18,W113,PT-051,SKU_51,25
07-01-18,W113,PT-030,SKU_30,2
07-01-18,W113,PT-034,SKU_34,2
17-01-18,W113,PT-023,SKU_23,2
17-01-18,W113,PT-021,SKU_21,5
17-01-18,W113,PT-009,SKU_9,1
17-01-18,W113,PT-039,SKU_39,5
17-01-18,W113,PT-036,SKU_36,1
17-01-18,W113,PT-010,SKU_10,4
30-01-18,W113,PT-057,SKU_57,1
30-01-18,W113,PT-058,SKU_58,1
03-01-18,W113,PT-060,SKU_60,1
03-01-18,W113,PT-024,SKU_24,1
07-01-18,W113,PT-008,SKU_8,3
13-01-18,W113,PT-031,SKU_31,4
13-01-18,W113,PT-018,SKU_18,2
13-01-18,W113,PT-058,SKU_58,3
13-01-18,W113,PT-016,SKU_16,22
13-01-18,W113,PT-061,SKU_61,1
01-01-18,W113,PT-051,SKU_51,18
01-01-18,W113,PT-020,SKU_20,1
01-01-18,W113,PT-002,SKU_2,3
04-01-18,W113,PT-016,SKU_16,12
04-01-18,W113,PT-025,SKU_25,18
04-01-18,W113,PT-017,SKU_17,10
13-01-18,W113,PT-062,SKU_62,1
13-01-18,W113,PT-054,SKU_54,1
01-01-18,W113,PT-030,SKU_30,1
02-01-18,W113,PT-025,SKU_25,24
02-01-18,W113,PT-055,SKU_55,6
04-01-18,W113,PT-018,SKU_18,1
04-01-18,W113,PT-023,SKU_23,3
13-01-18,W113,PT-049,SKU_49,3
02-01-18,W113,PT-013,SKU_13,16
02-01-18,W113,PT-048,SKU_48,9
05-01-18,W113,PT-001,SKU_1,17
05-01-18,W113,PT-025,SKU_25,13
04-01-18,W113,PT-052,SKU_52,2
05-01-18,W113,PT-036,SKU_36,6
05-01-18,W113,PT-012,SKU_12,3
04-01-18,W113,PT-060,SKU_60,1
06-01-18,W113,PT-010,SKU_10,5
06-01-18,W113,PT-055,SKU_55,9
08-01-18,W113,PT-016,SKU_16,24
08-01-18,W113,PT-006,SKU_6,1
08-01-18,W113,PT-025,SKU_25,55
09-01-18,W113,PT-001,SKU_1,19
08-01-18,W113,PT-060,SKU_60,1
09-01-18,W113,PT-024,SKU_24,2
09-01-18,W113,PT-012,SKU_12,4
10-01-18,W113,PT-008,SKU_8,2
10-01-18,W113,PT-047,SKU_47,5
10-01-18,W113,PT-063,SKU_63,1
11-01-18,W113,PT-032,SKU_32,2
11-01-18,W113,PT-048,SKU_48,18
11-01-18,W113,PT-021,SKU_21,1
11-01-18,W113,PT-006,SKU_6,1
11-01-18,W113,PT-040,SKU_40,4
09-01-18,W113,PT-029,SKU_29,8
10-01-18,W113,PT-022,SKU_22,31
10-01-18,W113,PT-036,SKU_36,2
12-01-18,W113,PT-019,SKU_19,7
12-01-18,W113,PT-045,SKU_45,3
28-01-18,W113,PT-045,SKU_45,3
28-01-18,W113,PT-042,SKU_42,10
28-01-18,W113,PT-010,SKU_10,9
28-01-18,W113,PT-054,SKU_54,1
28-01-18,W113,PT-034,SKU_34,1
09-01-18,W113,PT-061,SKU_61,1
09-01-18,W113,PT-015,SKU_15,3
12-01-18,W113,PT-017,SKU_17,3
12-01-18,W113,PT-046,SKU_46,1
14-01-18,W113,PT-008,SKU_8,2
09-01-18,W113,PT-006,SKU_6,1
12-01-18,W113,PT-015,SKU_15,1
14-01-18,W113,PT-003,SKU_3,40
14-01-18,W113,PT-022,SKU_22,61
14-01-18,W113,PT-001,SKU_1,17
14-01-18,W113,PT-047,SKU_47,5
15-01-18,W113,PT-026,SKU_26,18
15-01-18,W113,PT-051,SKU_51,57
16-01-18,W113,PT-016,SKU_16,7
16-01-18,W113,PT-014,SKU_14,23
16-01-18,W113,PT-037,SKU_37,2
18-01-18,W113,PT-048,SKU_48,2
18-01-18,W113,PT-015,SKU_15,2
19-01-18,W113,PT-001,SKU_1,20
19-01-18,W113,PT-006,SKU_6,1
19-01-18,W113,PT-029,SKU_29,10
20-01-18,W113,PT-026,SKU_26,22
20-01-18,W113,PT-025,SKU_25,50
20-01-18,W113,PT-013,SKU_13,40
20-01-18,W113,PT-023,SKU_23,8
20-01-18,W113,PT-059,SKU_59,1
20-01-18,W113,PT-003,SKU_3,24
20-01-18,W113,PT-008,SKU_8,3
20-01-18,W113,PT-012,SKU_12,2
15-01-18,W113,PT-048,SKU_48,9
15-01-18,W113,PT-035,SKU_35,2
15-01-18,W113,PT-036,SKU_36,3
15-01-18,W113,PT-010,SKU_10,2
19-01-18,W113,PT-047,SKU_47,2
21-01-18,W113,PT-001,SKU_1,39
21-01-18,W113,PT-007,SKU_7,1
21-01-18,W113,PT-002,SKU_2,16
21-01-18,W113,PT-059,SKU_59,1
21-01-18,W113,PT-036,SKU_36,11
21-01-18,W113,PT-040,SKU_40,6
21-01-18,W113,PT-031,SKU_31,5
21-01-18,W113,PT-035,SKU_35,3
21-01-18,W113,PT-021,SKU_21,1
23-01-18,W113,PT-029,SKU_29,7
23-01-18,W113,PT-031,SKU_31,14
23-01-18,W113,PT-034,SKU_34,6
23-01-18,W113,PT-011,SKU_11,1
23-01-18,W113,PT-009,SKU_9,1
23-01-18,W113,PT-010,SKU_10,4
24-01-18,W113,PT-001,SKU_1,12
24-01-18,W113,PT-031,SKU_31,5
24-01-18,W113,PT-015,SKU_15,5
24-01-18,W113,PT-003,SKU_3,2
24-01-18,W113,PT-024,SKU_24,1
24-01-18,W113,PT-036,SKU_36,4
24-01-18,W113,PT-008,SKU_8,2
25-01-18,W113,PT-016,SKU_16,11
25-01-18,W113,PT-001,SKU_1,11
25-01-18,W113,PT-014,SKU_14,15
25-01-18,W113,PT-009,SKU_9,1
25-01-18,W113,PT-003,SKU_3,9
26-01-18,W113,PT-038,SKU_38,4
26-01-18,W113,PT-048,SKU_48,10
29-01-18,W113,PT-026,SKU_26,9
29-01-18,W113,PT-019,SKU_19,11
23-01-18,W113,PT-043,SKU_43,1
24-01-18,W113,PT-047,SKU_47,1
29-01-18,W113,PT-033,SKU_33,2
29-01-18,W113,PT-014,SKU_14,14
30-01-18,W113,PT-016,SKU_16,13
30-01-18,W113,PT-036,SKU_36,5
30-01-18,W113,PT-048,SKU_48,6
30-01-18,W113,PT-049,SKU_49,8
31-01-18,W113,PT-007,SKU_7,4
31-01-18,W113,PT-047,SKU_47,3
31-01-18,W113,PT-013,SKU_13,9
31-01-18,W113,PT-031,SKU_31,5
31-01-18,W113,PT-009,SKU_9,2
31-01-18,W113,PT-003,SKU_3,4
31-01-18,W113,PT-052,SKU_52,2
31-01-18,W113,PT-049,SKU_49,1
31-01-18,W113,PT-037,SKU_37,1
03-01-18,W113,PT-011,SKU_11,2
03-01-18,W113,PT-041,SKU_41,1
27-01-18,W113,PT-006,SKU_6,1
27-01-18,W113,PT-031,SKU_31,9
27-01-18,W113,PT-011,SKU_11,4
07-01-18,W113,PT-048,SKU_48,12
07-01-18,W113,PT-010,SKU_10,8
07-01-18,W113,PT-016,SKU_16,17
07-01-18,W113,PT-024,SKU_24,3
27-01-18,W113,PT-053,SKU_53,1
07-01-18,W113,PT-062,SKU_62,1
17-01-18,W113,PT-030,SKU_30,1
17-01-18,W113,PT-014,SKU_14,11
17-01-18,W113,PT-022,SKU_22,25
17-01-18,W113,PT-007,SKU_7,2
17-01-18,W113,PT-034,SKU_34,1
29-01-18,W113,PT-052,SKU_52,1
07-01-18,W113,PT-053,SKU_53,1
07-01-18,W113,PT-058,SKU_58,2
13-01-18,W113,PT-046,SKU_46,8
13-01-18,W113,PT-015,SKU_15,7
13-01-18,W113,PT-014,SKU_14,16
13-01-18,W113,PT-055,SKU_55,13
13-01-18,W113,PT-027,SKU_27,1
13-01-18,W113,PT-051,SKU_51,40
01-01-18,W113,PT-021,SKU_21,2
01-01-18,W113,PT-040,SKU_40,3
01-01-18,W113,PT-029,SKU_29,8
02-01-18,W113,PT-003,SKU_3,5
01-01-18,W113,PT-031,SKU_31,2
02-01-18,W113,PT-039,SKU_39,5
04-01-18,W113,PT-026,SKU_26,13
04-01-18,W113,PT-031,SKU_31,3
04-01-18,W113,PT-039,SKU_39,2
04-01-18,W113,PT-005,SKU_5,4
04-01-18,W113,PT-022,SKU_22,25
02-01-18,W113,PT-011,SKU_11,2
02-01-18,W113,PT-023,SKU_23,1
02-01-18,W113,PT-054,SKU_54,1
05-01-18,W113,PT-055,SKU_55,8
05-01-18,W113,PT-019,SKU_19,12
05-01-18,W113,PT-031,SKU_31,5
05-01-18,W113,PT-030,SKU_30,3
05-01-18,W113,PT-020,SKU_20,4
05-01-18,W113,PT-009,SKU_9,3
04-01-18,W113,PT-041,SKU_41,1
13-01-18,W113,PT-060,SKU_60,2
02-01-18,W113,PT-058,SKU_58,2
02-01-18,W113,PT-022,SKU_22,26
02-01-18,W113,PT-027,SKU_27,1
05-01-18,W113,PT-023,SKU_23,3
05-01-18,W113,PT-034,SKU_34,5
05-01-18,W113,PT-049,SKU_49,2
06-01-18,W113,PT-017,SKU_17,7
06-01-18,W113,PT-047,SKU_47,2
06-01-18,W113,PT-019,SKU_19,6
06-01-18,W113,PT-038,SKU_38,3
06-01-18,W113,PT-049,SKU_49,1
08-01-18,W113,PT-051,SKU_51,28
08-01-18,W113,PT-037,SKU_37,8
08-01-18,W113,PT-047,SKU_47,10
08-01-18,W113,PT-013,SKU_13,59
08-01-18,W113,PT-022,SKU_22,46
08-01-18,W113,PT-055,SKU_55,16
08-01-18,W113,PT-052,SKU_52,4
08-01-18,W113,PT-005,SKU_5,3
08-01-18,W113,PT-058,SKU_58,2
09-01-18,W113,PT-048,SKU_48,7
09-01-18,W113,PT-035,SKU_35,1
10-01-18,W113,PT-017,SKU_17,11
10-01-18,W113,PT-002,SKU_2,7
10-01-18,W113,PT-042,SKU_42,9
10-01-18,W113,PT-005,SKU_5,3
11-01-18,W113,PT-036,SKU_36,2
11-01-18,W113,PT-022,SKU_22,33
11-01-18,W113,PT-015,SKU_15,1
12-01-18,W113,PT-021,SKU_21,1
10-01-18,W113,PT-039,SKU_39,2
11-01-18,W113,PT-012,SKU_12,5
12-01-18,W113,PT-003,SKU_3,14
12-01-18,W113,PT-036,SKU_36,4
28-01-18,W113,PT-020,SKU_20,3
28-01-18,W113,PT-015,SKU_15,5
28-01-18,W113,PT-043,SKU_43,1
28-01-18,W113,PT-049,SKU_49,3
09-01-18,W113,PT-018,SKU_18,3
09-01-18,W113,PT-007,SKU_7,2
09-01-18,W113,PT-039,SKU_39,4
10-01-18,W113,PT-033,SKU_33,2
10-01-18,W113,PT-045,SKU_45,1
12-01-18,W113,PT-006,SKU_6,1
12-01-18,W113,PT-049,SKU_49,1
14-01-18,W113,PT-051,SKU_51,41
14-01-18,W113,PT-052,SKU_52,16
14-01-18,W113,PT-024,SKU_24,1
14-01-18,W113,PT-040,SKU_40,4
14-01-18,W113,PT-060,SKU_60,3
14-01-18,W113,PT-034,SKU_34,2
16-01-18,W113,PT-001,SKU_1,11
16-01-18,W113,PT-007,SKU_7,1
16-01-18,W113,PT-047,SKU_47,5
16-01-18,W113,PT-031,SKU_31,8
16-01-18,W113,PT-049,SKU_49,6
16-01-18,W113,PT-039,SKU_39,2
16-01-18,W113,PT-025,SKU_25,11
16-01-18,W113,PT-064,SKU_64,1
16-01-18,W113,PT-041,SKU_41,1
18-01-18,W113,PT-026,SKU_26,12
18-01-18,W113,PT-025,SKU_25,9
18-01-18,W113,PT-039,SKU_39,1
18-01-18,W113,PT-005,SKU_5,3
18-01-18,W113,PT-030,SKU_30,2
18-01-18,W113,PT-020,SKU_20,2
18-01-18,W113,PT-021,SKU_21,1
18-01-18,W113,PT-034,SKU_34,1
18-01-18,W113,PT-055,SKU_55,4
19-01-18,W113,PT-013,SKU_13,17
19-01-18,W113,PT-019,SKU_19,8
19-01-18,W113,PT-005,SKU_5,3
19-01-18,W113,PT-021,SKU_21,1
19-01-18,W113,PT-049,SKU_49,4
20-01-18,W113,PT-031,SKU_31,2
20-01-18,W113,PT-027,SKU_27,3
20-01-18,W113,PT-052,SKU_52,3
18-01-18,W113,PT-019,SKU_19,4
18-01-18,W113,PT-038,SKU_38,1
19-01-18,W113,PT-058,SKU_58,3
20-01-18,W113,PT-019,SKU_19,12
15-01-18,W113,PT-021,SKU_21,3
15-01-18,W113,PT-046,SKU_46,3
15-01-18,W113,PT-029,SKU_29,7
15-01-18,W113,PT-005,SKU_5,4
15-01-18,W113,PT-007,SKU_7,1
18-01-18,W113,PT-037,SKU_37,1
19-01-18,W113,PT-043,SKU_43,1
19-01-18,W113,PT-036,SKU_36,1
21-01-18,W113,PT-052,SKU_52,6
15-01-18,W113,PT-047,SKU_47,3
19-01-18,W113,PT-046,SKU_46,1
21-01-18,W113,PT-038,SKU_38,11
22-01-18,W113,PT-013,SKU_13,6
